"id";"ssflag";"pagenumberinocrdocument";"authorfirstname";"authorlastname";"title";"firsteditionpublisher";"firsteditionpublicationplace";"firsteditionpublicationyear";"secondeditionpublisher";"secondeditionpublicationplace";"secondeditionpublicationyear";"additionalinfos";"ocrresult"
"72504";"2";"140";"Ernst";"Spitz";"Du gehst vorbei. Verhältnisse in österr. Gefängnissen";"Malik-Verl.";"Berlin";"1924";"";"";"";"";"Spitz, Ernst: Du gehst vorbei. Verhältnisse in österr. Gefängnissen. Berlin: Malik-Verl. 1924."
"72505";"2";"142";"Paul";"Stefan";"Bruno Walter";"Reichner";"Wien";"1936";"";"";"";"";"Stefan, Paul: Bruno Walter. Wien: Reichner 1936."
"72506";"1";"142";"Augustyn";"Steffen";"Opowiadania komiczne i podania z Warmii [Komische Erzählungen und Uberlieferungen aus dem Ermland]";"Powściagliwość i Praca";"Krakau";"1937";"";"";"";"";"Steffen, Augustyn: Opowiadania komiczne i podania z Warmii [Komische Erzählungen und Uberlieferungen aus dem Ermland]. Krakau: Powściagliwość i Praca 1937."
"72507";"1";"142";"Augustyn";"Steffen";"Zbiór polskich piesni ludowych z Warmii [Sammlung polnischer Volkslieder im Ermland]";"Powściagliwość i Praca";"Krakau";"1937";"";"";"";"";"Steffen, Augustyn: Zbiór polskich piesni ludowych z Warmii [Sammlung polnischer Volkslieder im Ermland]. Krakau: Powściagliwość i Praca 1937."
"72508";"1";"0";"Carl";"Stegmann";"Geschichte der sozialistischen Bewegung in Polen";"";"Zürich";"1935";"";"";"";"";"Stegmann, Carl: Geschichte der sozialistischen Bewegung in Polen. Zürich 1895."
"72509";"1";"0";"Carl";"Stegmann und C. Hugo";"Handbuch des Sozialismus";"";"Zürich";"1894";"";"";"";"";"+ Stegmann, Carl, und C. Hugo: Handbuch des Sozialismus. Zürich 1894."
"72510";"2";"142";"Willy";"Steiger";"Schulfeiern im Geist lebendiger Jugend";"Huhle";"Dresden";"1926";"";"";"";"";"Steiger, Willy: Schulfeiern im Geist lebendiger Jugend. Dresden: Huhle 1926."
"72511";"2";"142";"Hans Wilhelm";"Stein";"Sämtliche Schriften";"";"";"";"";"";"";"";"Stein, Hans Wilhelm: Sämtliche Schriften."
"72512";"2";"0";"Walter Johann";"Stein";"Die moderne naturwissenschaftliche Vorstellungsart und die Weltanschauung Goethes";"Der kommende Tag";"Stuttgart";"1921";"";"";"";"";"Stein, Walter Johann: Die moderne naturwissenschaftliche Vorstellungsart und die Weltanschauung Goethes ... Stuttgart: Der kommende Tag 1921."
"72513";"1";"142";"A. S.";"Steinberg";"Die Idee der Freiheit";"Vita Nova-Verl.";"Luzern";"1936";"";"";"";"";"Steinberg, A. S.: Die Idee der Freiheit. Luzern: Vita Nova-Verl. 1936."
"72514";"2";"142";"Jishaq Nahamān";"Steinberg";"Als ich Volkskommissar war";"Piper";"München";"1929";"";"";"";"";"Steinberg, Jishaq Nahamān: Als ich Volkskommissar war. München: Piper 1929."
"72515";"2";"142";"Jishaq Nahamān";"Steinberg";"Gewalt und Terror in der Revolution";"Rowohlt";"Berlin";"1931";"";"";"";"";"Steinberg, Jishaq Nahamān: Gewalt und Terror in der Revolution. Berlin: Rowohlt 1931."
"72516";"1";"142";"Salomon D.";"Steinberg";"So war der Krieg";"Rascher";"Zürich";"1919";"";"";"";"";"Steinberg, Salomon D.: So war der Krieg. Zürich: Rascher 1919."
"72517";"1";"142";"N.";"Steinberger";"Die Agrarpolitik des Nationalsozialismus";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1935";"";"";"";"";"Steinberger, N.: Die Agrarpolitik des Nationalsozialismus. Moskau: Verlagsgen. ausländ. Arbeiter 1935."
"72518";"1";"142";"Eugen";"Steinemann";"Das moderne Geldwesen";"Jean Christophe-Verl.";"Zürich";"1937";"";"";"";"";"Steinemann, Eugen: Das moderne Geldwesen. Zürich: Jean Christophe-Verl. 1937."
"72519";"1";"142";"Eugen";"Steinemann";"Die Verhinderung der landwirtschaftlichen Bodenüberschuldung";"Jean Christophe-Verl.";"Zürich";"1936";"";"";"";"";"Steinemann, Eugen: Die Verhinderung der landwirtschaftlichen Bodenüberschuldung. Zürich: Jean Christophe-Verl. 1936."
"72520";"2";"142";"";"";"Steiner, Rudolf ~ in der Waldorf-Schule. 2 Ansprachen";"Waldorf-Verl.";"Stuttgart";"1927";"";"";"";"";"Steiner, Rudolf ~ in der Waldorf-Schule. 2 Ansprachen. Stuttgart: Waldorf-Verl. 1927."
"72521";"1";"142";"Rudolf";"Steiner";"Die Geheimwissenschaft im Umriss";"Philosoph.-Anthropol. Verl.";"Dornach";"1923";"";"";"";"";"Steiner, Rudolf: Die Geheimwissenschaft im Umriss. Dornach: Philosoph.-Anthropol. Verl. 1923."
"72522";"1";"142";"Rudolf";"Steiner";"Zur Heilpädagogik";"Philosoph.-Anthropol. Verl.";"Dornach";"1938";"";"";"";"";"Steiner, Rudolf: Zur Heilpädagogik. Dornach: Philosoph.-Anthropol. Verl. 1938."
"72523";"1";"142";"Rudolf";"Steiner";"Karma des Berufes des Menschen. In Anknüpfung an Goethes Leben";"Philosoph.-Anthropol. Verl.";"Dornach";"1933";"";"";"";"";"Steiner, Rudolf: Karma des Berufes des Menschen. In Anknüpfung an Goethes Leben. Dornach: Philosoph.-Anthropol. Verl. 1933."
"72524";"1";"142";"Rudolf";"Steiner";"Naturwissenschaftlicher Kursus <Lichtlehre>";"Birkhäuser";"Basel";"1925";"";"";"";"";"Steiner, Rudolf: Naturwissenschaftlicher Kursus <Lichtlehre>. Basel: Birkhäuser 1925."
"72525";"2";"142";"Rudolf";"Steiner";"Theosophie";"Der kommende Tag";"Stuttgart";"1922";"";"";"";"";"Steiner, Rudolf: Theosophie. Stuttgart: Der kommende Tag 1922."
"72526";"1";"142";"Rudolf";"Steiner";"Was kann die Heilkunst durch eine geisteswissenschaftliche Betrachtung gewinnen?";"Philosoph.-Anthropol. Verl.";"Dornach";"1934";"";"";"";"";"Steiner, Rudolf: Was kann die Heilkunst durch eine geisteswissenschaftliche Betrachtung gewinnen? Dornach: Philosoph.-Anthropol. Verl. 1934."
"72527";"2";"142";"Josef";"Steiner-Jullien";"Wilhelm Picard";"Vorwärts";"Berlin";"1920";"";"";"";"";"Steiner-Jullien, Josef: Wilhelm Picard. Berlin: Vorwärts 1920."
"72528";"2";"142";"Justin";"Steinfeld";"Sämtliche Schriften";"";"";"";"";"";"";"";"Steinfeld, Justin: Sämtliche Schriften."
"72529";"1";"144";"";"";"Stimme, Die ~ aus Deutschland";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";"";"";"";"";"Stimme, Die ~ aus Deutschland. Moskau: Verlagsgen. ausländ. Arbeiter 1934."
"72530";"2";"144";"";"";"Stimmen, Bayerische ~ zum Antisemitismus. Hrsg. v. Richard Horlacher";"Verl. d. Abwehrblätter";"Berlin";"1931";"";"";"";"";"Stimmen, Bayerische ~ zum Antisemitismus. Hrsg. v. Richard Horlacher. Berlin: Verl. d. Abwehrblätter 1931."
"72531";"1";"144";"";"";"Stimmen aus aller Welt zum 20. Jahrestag der Sowjetunion";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1938";"";"";"";"";"Stimmen aus aller Welt zum 20. Jahrestag der Sowjetunion. Moskau: Verlagsgen. ausländ. Arbeiter 1938."
"72532";"2";"144";"Alice";"Stockham";"Ethik der Ehe";"Die neue Zeit";"Jena";"1931";"";"";"";"";"Stockham, Alice: Ethik der Ehe. Jena: Die neue Zeit 1931."
"72533";"2";"144";"Alice";"Stockham";"Vollgenuss des Lebens in der Ehe";"Digel";"Stuttgart";"1919";"";"";"";"";"Stockham, Alice: Vollgenuss des Lebens in der Ehe. Stuttgart: Digel 1919."
"72534";"2";"144";"";"Stockham, Alice, u. Heinrich Bernhard Fischer";"Die Brautehe";"E. Fischer";"Leipzig";"1925";"";"";"";"";"Stockham, Alice, u. Heinrich Bernhard Fischer: Die Brautehe. Leipzig: E. Fischer 1925."
"72535";"2";"144";"Helene";"Stoecker";"Geschlechtspsychologie und Krieg";"Osterheld";"Berlin";"1915";"";"";"";"";"Stoecker, Helene: Geschlechtspsychologie und Krieg. Berlin: Osterheld 1915."
"72536";"2";"144";"Helene";"Stoecker";"Liebe";"Rösl";"München";"1922";"Verl. d. neuen Generation";"Berlin";"1927";"";"Stoecker, Helene: Liebe. München: Rösl 1922. — Berlin: Verl. d. neuen Generation 1927."
"72537";"2";"144";"Helene";"Stoecker";"Lieben oder hassen?";"Bund f. Mutterschutz";"Berlin";"1915";"";"";"";"";"Stoecker, Helene: Lieben oder hassen? Berlin: Bund f. Mutterschutz 1915."
"72538";"2";"144";"Helene";"Stoecker";"Menschlichkeit";"Osterheld";"Berlin";"1916";"";"";"";"";"Stoecker, Helene: Menschlichkeit. Berlin: Osterheld 1916."
"72539";"2";"144";"Walter";"Stoelting";"Sämtliche Schriften";"";"";"";"";"";"";"";"Stoelting, Walter: Sämtliche Schriften."
"72540";"2";"144";"Josef";"Stoiber";"Praktisches Lehrbüchlein der Ariosophischen Kabbalistik";"Selbstverl.";"München";"1934";"";"";"";"";"Stoiber, Josef: Praktisches Lehrbüchlein der Ariosophischen Kabbalistik. München: Selbstverl. 1934."
"72541";"2";"144";"Alfred Otto";"Stolze";"Angela";"Bücherkreis";"Berlin";"1926";"";"";"";"";"Stolze, Alfred Otto: Angela. Berlin: Bücherkreis 1926."
"72542";"2";"144";"Rudolf";"Stolzmann";"Die soziale Kategorie in der Volkswirtschaftslehre";"Puttkammer & Mühlbrecht";"Berlin";"1896";"";"";"";"";"Stolzmann, Rudolf: Die soziale Kategorie in der Volkswirtschaftslehre. Berlin: Puttkammer & Mühlbrecht 1896."
"72543";"2";"144";"Adolf Josef";"Storfer";"Marias jungfräuliche Mutterschaft";"Barsdorf";"Berlin";"1914";"";"";"";"";"Storfer, Adolf Josef: Marias jungfräuliche Mutterschaft. Berlin: Barsdorf 1914."
"72544";"2";"144";"Wilhelm";"Storost";"Pasaulio Gaisras [Der Weltenbrand]";"Ruta";"Tilsit";"1928";"";"";"";"";"Storost, Wilhelm: Pasaulio Gaisras [Der Weltenbrand]. Tilsit: Ruta 1928."
"72545";"1";"144";"Leland";"Stowe";"Nazi Germany means war";"Faber";"London";"1933";"";"";"";"";"Stowe, Leland: Nazi Germany means war. London: Faber 1933."
"72546";"1";"144";"Josef";"Strachota";"Welcher Abstammung war Kopernikus — war er Deutscher oder Pole?";"A. Strachota";"Posen";"1938";"";"";"";"";"Strachota, Josef: Welcher Abstammung war Kopernikus — war er Deutscher oder Pole? Posen: A. Strachota 1938."
"72547";"2";"144";"Curt von";"Strachwitz";"Tirol in der Geschichte des Donauraumes";"Mar. Vereinsbuchh.";"Innsbruck";"1937";"";"";"";"";"Strachwitz, Curt von: Tirol in der Geschichte des Donauraumes. Innsbruck: Mar. Vereinsbuchh. 1937."
"72548";"2";"144";"August";"Stramm";"Dichtungen";"Der Sturm";"Berlin";"1918";"";"";"";"";"Stramm, August: Dichtungen. Berlin: Der Sturm 1918."
"72549";"2";"144";"Charlot";"Strasser";"Sämtliche Schriften";"";"";"";"";"";"";"";"Strasser, Charlot: Sämtliche Schriften."
"72550";"2";"144";"Nadja";"Strasser";"Die Russin";"S. Fischer";"Berlin";"1917";"";"";"";"";"Strasser, Nadja: Die Russin. Berlin: S. Fischer 1917."
"72551";"2";"144";"Otto";"Strasser";"Sämtliche Schriften";"";"";"";"";"";"";"";"Strasser, Otto: Sämtliche Schriften."
"72552";"2";"144";"Karl";"Stratil";"Die Memoiren der Fanny Hill";"";"";"";"";"";"";"Sämtliche Ausgaben";"Stratil, Karl: Die Memoiren der Fanny Hill. Sämtliche Ausgaben."
"72553";"2";"144";"Oswald";"Straub";"Deutsch-Österreich oder Österreich?";"Selbstverl.";"Wien";"1934";"";"";"";"";"Straub, Oswald: Deutsch-Österreich oder Österreich? Wien: Selbstverl. 1934."
"72554";"2";"144";"Eberhard";"Strauss";"Günther von Schirmeck";"Wolff";"Plauen";"1933";"";"";"";"";"Strauss, Eberhard: Günther von Schirmeck. Plauen: Wolff 1933."
"72555";"2";"144";"Emil";"Strauss";"Tschechoslowakische Aussenpolitik";"Orbis-Verl.";"Prag";"1936";"";"";"";"";"Strauss, Emil: Tschechoslowakische Aussenpolitik. Prag: Orbis-Verl. 1936."
"72556";"2";"144";"Emil";"Strauss";"Die Entstehung der deutsch-böhmischen Arbeiterbewegung";"Dt. sozialdemokr. Arbeiterpartei";"Prag";"1925";"";"";"";"";"Strauss, Emil: Die Entstehung der deutsch-böhmischen Arbeiterbewegung. Prag: Dt. sozialdemokr. Arbeiterpartei 1925."
"72557";"2";"146";"Werner";"Suhr";"Heilgymnastik der Frau";"Laurer";"Egestorf";"1927";"";"";"";"";"Suhr, Werner: Heilgymnastik der Frau. Egestorf: Laurer 1927."
"72558";"2";"146";"Werner";"Suhr";"Der nackte Tanz";"Laurer";"Egestorf";"1927";"";"";"";"";"Suhr, Werner: Der nackte Tanz. Egestorf: Laurer 1927."
"72559";"2";"146";"";"Sun Yat Sen";"Aufzeichnungen eines chinesischen Revolutionärs";"Agis-Verl.";"Wien";"1927";"";"";"";"";"Sun Yat Sen: Aufzeichnungen eines chinesischen Revolutionärs. Wien: Agis-Verl. 1927."
"72560";"2";"146";"Bertha";"Suttner";"Sämtliche Schriften";"";"";"";"";"";"";"";"Suttner, Bertha: Sämtliche Schriften."
"72561";"2";"146";"Eckart von";"Sydow";"Exotische Kunst. Afrika und Ozeanien";"Klinkhardt & Biermann";"Leipzig";"1921";"";"";"";"";"Sydow, Eckart von: Exotische Kunst. Afrika und Ozeanien. Leipzig: Klinkhardt & Biermann 1921."
"72562";"2";"146";"Herbert von";"Sydow";"Braun oder Feldgrau?";"Hirschberger Druckerei";"Hirschberg";"1932";"";"";"";"";"Sydow, Herbert von: Braun oder Feldgrau? Hirschberg: Hirschberger Druckerei 1932."
"72563";"2";"146";"Herbert von";"Sydow";"Nationalsozialist oder Stahlhelmmann?";"Hirschberger Druckerei";"Hirschberg";"1931";"";"";"";"";"Sydow, Herbert von: Nationalsozialist oder Stahlhelmmann? Hirschberg: Hirschberger Druckerei 1931."
"72564";"1";"146";"Erich";"Sylvester";"Vom Wesen des Menschen";"Vita Nova-Verl.";"Luzern";"1937";"";"";"";"";"Sylvester, Erich: Vom Wesen des Menschen. Luzern: Vita Nova-Verl. 1937."
"72565";"2";"146";"Bela";"Szántó";"Klassenkämpfe und die Diktatur des Proletariats in Ungarn";"Neue Erde";"Wien";"1920";"";"";"";"";"Szántó, Bela: Klassenkämpfe und die Diktatur des Proletariats in Ungarn. Wien: Neue Erde 1920."
"72566";"2";"146";"Andreas";"Szilagyi";"Demeter, der Schweinehirt";"Prager";"Leipzig";"1932";"";"";"";"";"Szilagyi, Andreas: Demeter, der Schweinehirt. Leipzig: Prager 1932."
"72567";"2";"146";"Emil";"Szittya";"Selbstmörder";"Weller";"Leipzig";"1925";"";"";"";"";"Szittya, Emil: Selbstmörder. Leipzig: Weller 1925."
"72568";"1";"146";"Geneviéve";"Tabouis";"Chantage á la guerre";"Flammarion";"Paris";"1938";"";"";"";"";"Tabouis, Geneviéve: Chantage á la guerre. Paris: Flammarion 1938."
"72569";"2";"146";"";"Tacitus redivivus";"Die grosse Trommel. Leben u. Kampf u. Traumlallen Adolf Hitlers";"Dt.-Schweiz. Verl.Anst.";"Berlin-Zürich";"1930";"";"";"";"";"Tacitus redivivus: Die grosse Trommel. Leben u. Kampf u. Traumlallen Adolf Hitlers. Berlin-Zürich: Dt.-Schweiz. Verl.Anst. 1930."
"72570";"2";"146";"Fritz";"Taenzler";"Internationale Sozialpolitik";"Zillessen";"Berlin";"1926";"";"";"";"";"Taenzler, Fritz: Internationale Sozialpolitik. Berlin: Zillessen 1926."
"72571";"2";"146";"";"";"Tag der Freude";"Arbeiterjugendverl.";"Berlin";"1926";"";"";"";"";"Tag der Freude. Berlin: Arbeiterjugendverl. 1926."
"72572";"2";"146";"";"";"Tag, Der ~ von Potsdam";"Cieslik";"Peiskretscham";"1933";"";"";"";"";"Tag, Der ~ von Potsdam. Peiskretscham: Cieslik 1933."
"72573";"2";"146";"Theodor";"Tagger";"Sämtliche Schriften";"";"";"";"";"";"";"";"Tagger, Theodor: Sämtliche Schriften."
"72574";"2";"146";"";"";"Tagung, 4. ~ der Evangelischen Bekenntnis-Synode im Rheinland. Hrsg. v. Karl Immer";"E. Müller";"Wuppertal-Barmen";"1935";"";"";"";"";"Tagung, 4. ~ der Evangelischen Bekenntnis-Synode im Rheinland. Hrsg. v. Karl Immer. Wuppertal-Barmen: E. Müller 1935."
"72575";"1";"146";"";"Taischin, M. J., und F. F. Koslow";"Politisches Lehrbuch";"Zentral-Völker-Verl.";"Moskau";"1926/27";"";"";"";"";"Taischin, M. J., und F. F. Koslow: Politisches Lehrbuch. Moskau: Zentral-Völker-Verl. 1926/27."
"72576";"1";"146";"James Edward";"Talmage";"Die Glaubensartikel";"Schweiz. u. Dt. Mission";"Basel";"1925";"";"";"";"";"Talmage, James Edward: Die Glaubensartikel. Basel: Schweiz. u. Dt. Mission 1925."
"72577";"1";"146";"O. Tanin u E. Yohann";"Tanin / Yohann";"Japan rüstet zum grossen Krieg";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"Ed. du Carrefour";"Paris";"1936";"";"Tanin, O., u. E. Yohann: Japan rüstet zum grossen Krieg. Moskau: Verlagsgen. ausländ. Arbeiter 1936. — Paris: Ed. du Carrefour 1936."
"72578";"2";"146";"";"Tan Ping Schan";"Entwicklungswege der chinesischen Revolution";"Hoym";"Hamburg";"1927";"";"";"";"";"Tan Ping Schan: Entwicklungswege der chinesischen Revolution. Hamburg: Hoym 1927."
"72579";"2";"146";"Alexander";"Tarassow-Rodionow";"Schokolade";"Die Aktion";"Berlin";"1924";"";"";"";"";"Tarassow-Rodionow, Alexander: Schokolade. Berlin: Die Aktion 1924."
"72580";"2";"146";"Alexander";"Tarassow-Rodionow";"Schwere Schritte";"";"";"";"";"";"";"Sämtliche Ausgaben";"Tarassow-Rodionow, Alexander: Schwere Schritte. Sämtliche Ausgaben."
"72581";"1";"146";"A.";"Tatarowa";"Was die Kollektivbäuerin Awdotja Pasuchina erzählt";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1932";"";"";"";"";"Tatarowa, A.: Was die Kollektivbäuerin Awdotja Pasuchina erzählt. Moskau: Verlagsgen. ausländ. Arbeiter 1932."
"72582";"2";"146";"";"";"Technik der geistigen Arbeit. Handbuch in 15 Lieferungen";"Hans Bort";"Berlin";"1934";"";"";"";"";"Technik der geistigen Arbeit. Handbuch in 15 Lieferungen. Berlin: Hans Bort 1934."
"72583";"2";"0";"Ewald";"Thiesbuerger u. Heinrich Burhenne";"Unsere Kolonien";"Marhold";"Halle";"1937";"";"";"";"";"Thiesbuerger, Ewald, u. Heinrich Burhenne: Unsere Kolonien. Halle: Marhold 1937. ."
"72584";"2";"148";"Frank";"Thiess";"Frauenraub";"Dt. Buchgemeinschaft";"Berlin";"1927";"Kiepenheuer";"Potsdam";"1933";"";"Thiess, Frank: Frauenraub. Berlin: Dt. Buchgemeinschaft 1927. — Potsdam: Kiepenheuer 1933."
"72585";"2";"148";"Frank";"Thiess";"Die Verdammten";"Kiepenheuer";"Berlin";"1930";"Engelhorn";"Stuttgart";"";"";"Thiess, Frank: Die Verdammten. Berlin: Kiepenheuer 1930. — Stuttgart: Engelhorn o. J."
"72586";"2";"148";"Richard";"Thoma";"Die Forderung des Einheitsstaates";"Winter";"Heidelberg";"1928";"";"";"";"";"Thoma, Richard: Die Forderung des Einheitsstaates. Heidelberg: Winter 1928."
"72587";"2";"148";"Adrienne";"Thomas";"Sämtliche Schriften";"";"";"";"";"";"";"";"Thomas, Adrienne: Sämtliche Schriften."
"72588";"2";"148";"Alexander";"Thomas";"Deutschland — Freiwild?";"Verl. Offene Worte";"Berlin";"1933";"";"";"";"";"Thomas, Alexander: Deutschland — Freiwild? Berlin: Verl. Offene Worte 1933."
"72589";"2";"148";"Christa";"Thomas";"Die am Rande der Grosstadt";"Johannesbund";"Leutesdorf";"1936";"";"";"";"";"Thomas, Christa: Die am Rande der Grosstadt. Leutesdorf: Johannesbund 1936."
"72590";"1";"148";"J.";"Thomas";"Die Kantoner Kommune und der Kampf gegen den weissen Terror in den Kolonien und Halbkolonien";"Mopr-Verl.";"Zürich";"1933";"";"";"";"";"Thomas, J.: Die Kantoner Kommune und der Kampf gegen den weissen Terror in den Kolonien und Halbkolonien. Zürich: Mopr-Verl. 1933."
"72591";"1";"148";"Elisabeth";"Thommen";"Blitzfahrt durch Sowjetrussland";"Oprecht & Helbling";"Zürich";"1933";"";"";"";"";"Thommen, Elisabeth: Blitzfahrt durch Sowjetrussland. Zürich: Oprecht & Helbling 1933."
"72592";"1";"0";"Elisabeth";"Thommen";"Sie sucht und strebt und irrt";"Oprecht & Helbling";"Zürich";"1931";"";"";"";"";"+ Thommen, Elisabeth: Sie sucht und strebt und irrt ... Zürich: Oprecht & Helbling 1931."
"72593";"1";"148";"Maurice";"Thorez";"Sämtliche Schriften";"";"";"";"";"";"";"";"Thorez, Maurice: Sämtliche Schriften."
"72594";"2";"148";"Werner E.";"Thormann";"Soziale Gedichte. M";"Volksvereinsverl.";"Gladbach";"1913";"";"";"";"";"Thormann, Werner E.: Soziale Gedichte. M.Gladbach: Volksvereinsverl. 1913."
"72595";"2";"148";"Ernst";"Thrasolt";"Dr. Carl Sonnenschein. Mensch und Werk";"Kösel & Pustet";"München";"1930";"";"";"";"";"Thrasolt, Ernst: Dr. Carl Sonnenschein. Mensch und Werk. München: Kösel & Pustet 1930."
"72596";"2";"148";"Theodor";"Tichauer";"Soziale Bildung";"Thüring. Verl.Anst.";"Jena";"1926";"";"";"";"";"Tichauer, Theodor: Soziale Bildung. Jena: Thüring. Verl.Anst. 1926."
"72597";"2";"148";"";"Tichauer, Theodor, u. Walter Friedländer";"Das Recht der Jugend";"Dietz";"Berlin";"1930";"";"";"";"";"Tichauer, Theodor, u. Walter Friedländer: Das Recht der Jugend. Berlin: Dietz 1930."
"72598";"2";"148";"Erna";"Tillgner";"Flucht aus dem Nonnenkloster";"Dressler";"Radolfzell";"1936";"";"";"";"";"Tillgner, Erna: Flucht aus dem Nonnenkloster. Radolfzell: Dressler 1936."
"72599";"2";"0";"Hans";"Tischert";"Stätten deutscher Arbeit. Bd 4 u. 7.";"Selbstverl.";"Berlin";"1932/34";"";"";"";"";"Tischert, Hans: Stätten deutscher Arbeit. Bd 4 u. 7. Berlin: Selbstverl. 1932 u. 1934."
"72600";"2";"148";"";"Titayna";"Meine Geliebte, die Ungekannte";"Weller & Co.";"Leipzig";"1928";"";"";"";"";"Titayna: Meine Geliebte, die Ungekannte. Leipzig: Weller & Co. 1928."
"72601";"2";"148";"";"Titayna";"Rund um meinen Geliebten";"Weller & Co.";"Leipzig";"1928";"";"";"";"";"Titayna: Rund um meinen Geliebten. Leipzig: Weller & Co. 1928."
"72602";"1";"148";"Max";"Tobler";"Der revolutionäre Syndikalismus";"Sozialist. Verlagsgenoss.";"Zürich";"1919";"Kater";"Berlin";"1920";"";"Tobler, Max: Der revolutionäre Syndikalismus. Zürich: Sozialist. Verlagsgenoss. 1919. — Berlin: Kater 1920."
"72603";"1";"148";"Minna";"Tobler-Christinger";"Die Probleme des Bolschewismus";"Steiner";"Zürich";"1919";"";"";"";"";"Tobler-Christinger, Minna: Die Probleme des Bolschewismus. Zürich: Steiner 1919."
"72604";"2";"148";"Naoshi";"Tokunaga";"Sämtliche Schriften";"";"";"";"";"";"";"";"Tokunaga, Naoshi: Sämtliche Schriften."
"72605";"1";"150";"Kornej";"Tschukowski";"Fliege suse sumsumsum";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Tschukowski, Kornej: Fliege suse sumsumsum. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"72606";"2";"150";"Michael F.";"Tschumandrin";"Sämtliche Schriften";"";"";"";"";"";"";"";"Tschumandrin, Michael F.: Sämtliche Schriften."
"72607";"2";"150";"Karl";"Tschuppik";"Sämtliche Schriften";"";"";"";"";"";"";"";"Tschuppik, Karl: Sämtliche Schriften."
"72608";"1";"150";"M. N.";"Tuchatschewski";"Die Aufgaben der Verteidigung der UdSSR";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";"";"";"";"";"Tuchatschewski, M. N.: Die Aufgaben der Verteidigung der UdSSR. Moskau: Verlagsgen. ausländ. Arbeiter 1936."
"72609";"2";"150";"Kurt";"Tucholski";"Sämtliche Schriften";"";"";"";"";"";"";"";"Tucholski, Kurt: Sämtliche Schriften."
"72610";"2";"150";"Otto Tetjus";"Tuegel";"Das traurige Land";"Quickborn-Verl.";"Hamburg";"1931";"";"";"";"";"Tuegel, Otto Tetjus: Das traurige Land. Hamburg: Quickborn-Verl. 1931."
"72611";"2";"150";"Werner";"Tuerk";"Sämtliche Schriften";"";"";"";"";"";"";"";"Tuerk, Werner: Sämtliche Schriften."
