Stimmart;Adresse;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;"Abgeordneten-
hauswahlkreis";"Bundestags-
wahlkreis";OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wähler;"darunter
Wähler B1
(bei endgültigem Ergebnis)";Ungültige Stimmen;Gültige Stimmen;SPD;CDU;GRÜNE;DIE LINKE;AfD;PIRATEN;FDP;Tierschutzpartei;Die PARTEI;NPD;FAMILIE;Volksabstimmung;ÖDP;FREIE WÄHLER;DKP;MLPD;SGP;BP;TIERSCHUTZ hier!;Tierschutzallianz;Bündnis C;BIG;BGE;DIE DIREKTE!;DiEM25;III. Weg;Die Grauen;DIE RECHTE;DIE VIOLETTEN;LIEBE;DIE FRAUEN;Graue Panther;LKR;MENSCHLICHE WELT;NL;ÖkoLinX;Die Humanisten;PARTEI FÜR DIE TIERE;Gesundheitsforschung;Volt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W414;09;Treptow-Köpenick;414;Urnenwahlbezirk;04;84;O;1 480;1 162;318;0;724;0;7;717;88;105;146;113;113;3;54;12;17;3;7;2;1;8;0;0;0;1;8;1;1;0;2;0;10;1;2;0;0;0;2;2;2;0;0;1;1;0;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W415;09;Treptow-Köpenick;415;Urnenwahlbezirk;04;84;O;802;645;157;0;396;5;3;393;51;61;86;68;52;1;16;10;12;3;5;1;1;3;2;0;0;0;2;0;1;0;1;0;2;0;2;0;0;0;2;0;0;0;0;3;0;0;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W416;09;Treptow-Köpenick;416;Urnenwahlbezirk;04;84;O;853;703;150;0;387;5;0;387;39;68;82;50;53;4;38;10;18;0;5;2;2;0;1;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;2;1;0;0;1;0;1;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W417;09;Treptow-Köpenick;417;Urnenwahlbezirk;04;84;O;397;320;77;0;232;0;2;230;25;46;40;30;38;1;17;5;9;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W418;09;Treptow-Köpenick;418;Urnenwahlbezirk;04;84;O;2 758;2 220;538;0;1 262;7;12;1 250;146;147;310;192;147;11;52;28;89;5;14;2;10;14;4;0;0;0;2;4;2;0;2;2;15;1;6;0;0;1;2;6;0;1;4;2;3;4;4;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W419;09;Treptow-Köpenick;419;Urnenwahlbezirk;04;84;O;1 509;1 276;233;0;742;1;8;734;73;68;173;119;106;4;24;17;79;4;15;2;2;9;2;0;0;1;0;0;3;0;2;0;3;1;3;0;0;2;0;4;0;0;2;2;2;0;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W420;09;Treptow-Köpenick;420;Urnenwahlbezirk;04;84;O;1 139;961;178;0;444;2;6;438;40;36;102;84;67;5;15;13;31;2;5;0;2;4;1;2;0;0;5;1;1;0;1;0;2;1;3;0;0;0;0;2;0;1;1;1;1;1;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W421;09;Treptow-Köpenick;421;Urnenwahlbezirk;04;84;O;1 843;1 546;297;0;761;2;11;750;62;51;191;148;95;7;30;24;64;9;15;4;6;6;1;0;1;0;1;2;0;0;1;0;6;0;3;0;1;0;3;2;0;0;2;3;1;3;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W422;09;Treptow-Köpenick;422;Urnenwahlbezirk;04;84;O;1 761;1 325;436;0;756;5;16;740;113;110;149;146;101;7;29;9;23;3;3;1;7;3;1;0;0;0;1;2;0;0;1;1;6;0;3;1;0;0;2;5;1;2;0;0;3;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W501;09;Treptow-Köpenick;501;Urnenwahlbezirk;05;84;O;1 521;1 289;232;0;695;0;4;691;65;58;185;128;94;2;19;13;53;8;8;0;5;1;0;0;0;0;4;1;0;0;3;1;11;1;1;0;1;0;1;4;0;1;1;4;4;2;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W502;09;Treptow-Köpenick;502;Urnenwahlbezirk;05;84;O;2 182;1 870;312;0;846;4;8;838;116;100;133;140;157;4;31;26;36;8;18;2;9;3;4;0;0;0;7;7;0;1;0;0;1;0;5;0;0;2;2;4;2;1;0;2;1;6;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W503;09;Treptow-Köpenick;503;Urnenwahlbezirk;05;84;O;1 215;982;233;0;488;1;10;478;79;67;52;109;99;2;9;7;17;4;9;0;1;1;2;0;0;0;2;0;0;0;0;0;5;0;2;0;0;1;1;3;0;2;0;0;0;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W504;09;Treptow-Köpenick;504;Urnenwahlbezirk;05;84;O;1 848;1 489;359;0;745;1;21;724;124;81;80;173;139;4;14;20;20;4;10;2;7;4;2;0;0;1;4;3;0;0;0;0;2;1;5;1;0;0;2;5;1;1;0;1;2;6;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W505;09;Treptow-Köpenick;505;Urnenwahlbezirk;05;84;O;1 203;1 010;193;0;552;1;6;546;81;71;87;96;79;3;25;16;24;10;9;0;11;3;0;0;0;1;3;0;0;0;0;0;2;1;4;1;2;1;0;3;1;1;0;2;1;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W506;09;Treptow-Köpenick;506;Urnenwahlbezirk;05;84;O;1 297;1 092;205;0;472;4;5;467;74;46;43;101;99;2;5;5;32;15;13;3;0;2;0;0;0;0;1;2;2;0;3;0;1;0;3;0;0;1;0;2;0;3;0;0;1;3;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W507;09;Treptow-Köpenick;507;Urnenwahlbezirk;05;84;O;883;762;121;0;400;0;6;394;56;47;41;87;85;1;12;9;11;3;7;0;2;4;7;0;0;0;0;1;0;0;0;1;2;0;5;0;0;0;0;4;0;2;0;1;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W508;09;Treptow-Köpenick;508;Urnenwahlbezirk;05;84;O;1 394;1 219;175;0;521;0;10;511;60;42;65;113;113;7;16;16;15;5;8;1;1;5;3;0;0;0;5;3;0;1;6;0;3;1;2;0;0;0;1;4;0;0;0;0;3;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W509;09;Treptow-Köpenick;509;Urnenwahlbezirk;05;84;O;1 602;1 335;267;0;653;6;10;643;98;54;120;117;93;3;19;21;29;8;18;1;5;5;4;0;0;1;2;4;1;0;3;1;8;1;2;0;0;0;1;4;1;2;0;2;0;4;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W510;09;Treptow-Köpenick;510;Urnenwahlbezirk;05;84;O;1 334;1 157;177;0;422;3;10;412;39;25;70;72;72;5;11;9;30;17;17;1;6;6;0;2;0;0;5;2;0;0;0;2;2;0;3;0;0;0;2;3;0;1;1;1;2;2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W511;09;Treptow-Köpenick;511;Urnenwahlbezirk;05;84;O;1 622;1 261;361;0;788;1;13;775;92;113;117;143;161;3;29;17;30;4;14;2;5;8;1;1;0;0;4;1;1;0;0;1;4;0;5;0;3;0;1;5;0;2;0;0;0;3;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W512;09;Treptow-Köpenick;512;Urnenwahlbezirk;05;84;O;2 285;1 820;465;0;882;5;9;873;101;117;141;125;180;7;42;22;42;6;12;3;8;5;1;1;0;0;2;2;0;0;2;0;6;1;7;2;1;6;4;4;1;1;0;1;2;3;8;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W513;09;Treptow-Köpenick;513;Urnenwahlbezirk;05;84;O;2 062;1 636;426;0;777;6;7;770;127;109;95;150;142;5;35;19;15;2;6;3;4;4;1;0;1;1;6;6;0;1;0;1;5;0;8;0;1;0;1;6;1;2;1;0;0;2;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W514;09;Treptow-Köpenick;514;Urnenwahlbezirk;05;84;O;2 200;1 877;323;0;881;1;14;867;128;92;121;195;164;2;30;14;33;6;14;3;2;3;1;2;2;1;5;3;1;0;1;0;4;1;4;2;1;0;1;3;1;4;0;1;3;11;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W515;09;Treptow-Köpenick;515;Urnenwahlbezirk;05;84;O;2 032;1 543;489;0;902;0;7;895;125;172;172;124;125;5;56;25;30;1;7;0;3;10;2;0;0;4;3;3;0;0;0;0;7;0;2;0;1;0;1;0;3;2;2;0;0;1;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W516;09;Treptow-Köpenick;516;Urnenwahlbezirk;05;84;O;2 005;1 642;363;0;856;2;11;845;83;147;108;143;186;7;32;14;30;15;13;4;8;12;1;0;0;0;5;1;1;0;0;0;3;1;6;0;1;3;2;1;3;1;1;1;4;5;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W517;09;Treptow-Köpenick;517;Urnenwahlbezirk;05;84;O;1 992;1 604;388;0;940;8;6;934;123;156;116;134;198;5;59;24;34;6;10;0;1;10;2;1;0;1;2;3;0;0;0;3;5;1;6;1;3;0;2;7;2;3;0;0;2;5;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W518;09;Treptow-Köpenick;518;Urnenwahlbezirk;05;84;O;1 602;1 288;314;0;692;4;4;688;85;107;100;103;154;3;28;14;28;7;14;1;8;4;0;1;1;0;3;3;1;0;1;0;4;1;0;0;0;0;1;8;1;1;0;0;2;2;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W601;09;Treptow-Köpenick;601;Urnenwahlbezirk;06;84;O;1 984;1 630;354;0;936;4;9;927;114;108;283;175;93;4;30;17;31;1;5;1;4;5;3;0;0;0;3;3;0;0;0;0;5;1;6;0;1;0;2;6;0;2;2;1;2;2;2;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W602;09;Treptow-Köpenick;602;Urnenwahlbezirk;06;84;O;1 542;1 220;322;0;823;7;8;815;89;86;230;150;82;2;37;18;48;2;5;2;10;3;1;0;0;1;1;1;0;0;0;3;15;0;1;0;2;1;4;2;1;0;0;4;2;2;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W603;09;Treptow-Köpenick;603;Urnenwahlbezirk;06;84;O;1 493;1 205;288;0;672;7;12;660;85;68;145;148;82;6;15;16;24;3;7;1;1;9;3;2;0;0;6;1;2;0;3;1;4;0;11;0;0;0;0;5;0;0;0;0;0;3;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W604;09;Treptow-Köpenick;604;Urnenwahlbezirk;06;84;O;2 193;1 666;527;0;1 137;10;4;1 133;124;133;363;180;121;8;36;18;62;0;11;2;6;6;6;0;1;0;1;1;1;0;2;3;15;0;1;0;2;2;5;1;1;3;1;1;2;1;3;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W605;09;Treptow-Köpenick;605;Urnenwahlbezirk;06;84;O;2 161;1 723;438;0;1 027;5;10;1 017;143;121;201;223;139;6;52;17;33;2;7;2;7;10;4;0;2;0;5;1;0;0;1;1;10;0;5;0;0;2;3;2;1;2;2;0;0;4;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W606;09;Treptow-Köpenick;606;Urnenwahlbezirk;06;84;O;1 896;1 554;342;0;936;0;4;932;127;126;209;197;110;5;38;12;33;3;13;0;2;7;1;1;0;1;6;1;0;1;0;0;6;0;11;0;2;3;0;1;2;2;0;2;0;1;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W607;09;Treptow-Köpenick;607;Urnenwahlbezirk;06;84;O;1 768;1 412;356;0;777;5;8;769;87;72;174;137;120;6;23;20;53;2;12;1;7;1;0;1;0;1;8;0;0;0;2;1;7;0;5;1;4;2;1;4;1;1;1;1;1;2;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W608;09;Treptow-Köpenick;608;Urnenwahlbezirk;06;84;O;2 363;1 841;522;0;1 016;4;21;995;141;102;177;213;151;7;38;18;56;6;15;2;9;5;3;1;2;0;4;1;0;0;1;1;9;0;2;0;2;1;0;7;0;2;1;4;4;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W609;09;Treptow-Köpenick;609;Urnenwahlbezirk;06;84;O;1 623;1 279;344;0;797;7;5;792;95;124;160;133;97;4;25;21;40;9;6;1;8;5;4;1;0;0;3;5;1;0;3;0;11;1;4;0;1;1;2;7;1;2;2;0;3;2;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W610;09;Treptow-Köpenick;610;Urnenwahlbezirk;06;84;O;1 366;1 083;283;0;648;3;8;640;93;95;141;102;71;0;35;16;29;3;8;0;2;9;0;0;1;1;2;4;1;0;2;1;3;1;1;0;1;0;1;2;2;1;1;1;0;1;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W611;09;Treptow-Köpenick;611;Urnenwahlbezirk;06;84;O;1 681;1 328;353;0;780;2;13;767;105;99;145;150;95;6;29;21;46;1;11;1;11;5;3;0;1;0;2;1;0;0;2;2;6;0;7;0;0;0;1;3;1;1;0;0;0;3;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W612;09;Treptow-Köpenick;612;Urnenwahlbezirk;06;84;O;2 148;1 763;385;0;1 026;3;14;1 012;149;141;175;176;168;4;39;20;43;8;9;3;6;10;0;0;0;0;1;2;1;0;2;1;10;1;6;0;0;4;3;9;0;0;0;2;0;7;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W613;09;Treptow-Köpenick;613;Urnenwahlbezirk;06;84;O;1 290;1 036;254;0;489;6;8;481;78;42;82;98;74;1;19;19;32;3;6;0;1;7;0;0;0;0;1;1;0;0;1;0;2;0;1;0;1;1;0;2;0;1;0;2;0;0;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W614;09;Treptow-Köpenick;614;Urnenwahlbezirk;06;84;O;2 610;2 073;537;0;1 151;8;15;1 136;201;154;155;245;197;5;38;21;35;6;11;1;11;8;3;1;0;0;1;1;2;0;0;1;5;0;8;0;0;2;1;7;3;4;0;1;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W615;09;Treptow-Köpenick;615;Urnenwahlbezirk;06;84;O;1 204;866;338;0;562;6;4;558;84;86;95;74;109;6;43;11;22;1;6;0;3;5;2;0;0;0;0;0;1;1;0;0;2;0;1;0;0;0;1;0;2;0;0;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W616;09;Treptow-Köpenick;616;Urnenwahlbezirk;06;84;O;1 602;1 257;345;0;785;4;3;782;102;109;166;112;144;9;41;10;25;3;7;0;4;5;1;1;0;0;4;2;1;1;0;1;6;0;2;1;0;2;3;3;0;1;0;3;2;3;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W617;09;Treptow-Köpenick;617;Urnenwahlbezirk;06;84;O;1 921;1 485;436;0;946;12;10;936;106;177;168;124;192;4;63;14;28;1;2;1;9;3;0;1;0;0;5;1;0;1;2;0;2;0;6;1;0;2;1;3;1;2;3;0;2;4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W618;09;Treptow-Köpenick;618;Urnenwahlbezirk;06;84;O;1 474;1 233;241;0;751;1;14;737;116;127;147;121;116;3;34;14;16;0;2;0;2;5;2;0;0;2;3;0;0;0;0;1;2;0;2;0;1;0;1;1;3;0;1;0;1;1;4;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;09W619;09;Treptow-Köpenick;619;Urnenwahlbezirk;06;84;O;1 411;1 138;273;0;721;9;6;715;67;120;136;130;104;1;45;15;27;2;13;0;7;11;3;1;0;1;4;3;0;1;0;0;10;0;1;2;0;2;1;0;0;0;0;1;1;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W101;10;Marzahn-Hellersdorf;101;Urnenwahlbezirk;01;85;O;1 445;1 347;98;0;353;0;1;352;33;27;36;89;92;5;7;10;14;7;8;1;0;2;1;1;0;0;3;1;0;0;1;0;2;0;1;1;1;0;0;3;0;1;0;0;0;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W102;10;Marzahn-Hellersdorf;102;Urnenwahlbezirk;01;85;O;1 376;1 243;133;0;451;1;9;442;50;52;47;97;111;4;16;16;8;1;9;2;3;0;0;0;0;0;5;0;0;0;0;0;1;0;2;1;0;1;0;7;2;0;0;0;3;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W103;10;Marzahn-Hellersdorf;103;Urnenwahlbezirk;01;85;O;1 201;1 101;100;0;333;1;9;324;39;26;24;66;90;3;8;11;15;4;3;1;1;3;1;0;0;0;1;5;0;0;0;1;0;1;2;1;1;1;1;5;1;0;1;0;1;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W104;10;Marzahn-Hellersdorf;104;Urnenwahlbezirk;01;85;O;1 379;1 258;121;0;422;0;18;404;52;30;37;100;81;4;13;11;21;5;9;0;1;5;0;1;0;0;4;8;0;0;2;0;0;0;3;0;0;3;1;7;0;0;0;0;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W105;10;Marzahn-Hellersdorf;105;Urnenwahlbezirk;01;85;O;1 327;1 220;107;0;437;0;9;428;33;51;39;92;111;4;20;10;16;3;13;1;4;4;1;1;0;0;2;1;0;0;0;0;1;0;6;0;2;1;1;1;0;1;0;0;1;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W106;10;Marzahn-Hellersdorf;106;Urnenwahlbezirk;01;85;O;1 281;1 177;104;0;358;3;7;351;36;23;33;71;101;3;8;7;14;6;9;2;1;4;0;0;0;0;3;6;0;0;0;0;1;1;3;1;2;0;3;5;0;0;0;0;0;2;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W107;10;Marzahn-Hellersdorf;107;Urnenwahlbezirk;01;85;O;1 676;1 523;153;0;616;0;13;603;56;54;65;140;156;6;18;7;28;7;11;2;4;5;0;0;0;1;1;2;0;0;0;0;0;2;5;1;2;2;2;2;0;1;0;2;6;3;4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W108;10;Marzahn-Hellersdorf;108;Urnenwahlbezirk;01;85;O;1 670;1 543;127;0;416;1;14;402;52;38;46;80;81;5;11;12;16;2;11;0;3;2;0;1;0;0;5;2;1;0;1;0;1;0;7;0;1;3;0;3;0;1;0;0;2;8;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W109;10;Marzahn-Hellersdorf;109;Urnenwahlbezirk;01;85;O;1 702;1 555;147;0;434;2;10;424;45;23;39;80;99;13;19;15;29;2;9;1;4;5;2;3;0;0;2;2;0;0;2;1;4;1;0;1;0;3;1;3;2;0;3;0;2;3;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W110;10;Marzahn-Hellersdorf;110;Urnenwahlbezirk;01;85;O;1 750;1 612;138;0;516;0;9;507;40;31;61;106;131;6;19;23;23;10;8;1;3;4;1;3;0;0;2;3;0;0;2;1;6;2;6;0;2;1;1;6;1;1;1;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W111;10;Marzahn-Hellersdorf;111;Urnenwahlbezirk;01;85;O;1 976;1 777;199;0;622;0;9;613;75;85;62;141;136;8;11;8;26;7;9;1;5;4;1;0;0;1;2;1;0;0;0;0;5;1;4;0;0;2;0;3;1;0;0;0;1;8;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W112;10;Marzahn-Hellersdorf;112;Urnenwahlbezirk;01;85;O;1 240;1 150;90;0;312;0;6;306;26;29;29;64;80;3;6;8;15;4;9;3;1;0;1;2;0;0;3;3;0;0;1;0;0;2;4;1;1;0;1;2;2;0;0;1;1;0;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W113;10;Marzahn-Hellersdorf;113;Urnenwahlbezirk;01;85;O;1 381;1 215;166;0;431;0;8;423;55;44;43;100;89;6;17;10;9;1;8;3;2;7;1;0;1;0;5;5;0;0;0;0;1;0;6;0;3;0;0;3;1;0;0;0;0;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W114;10;Marzahn-Hellersdorf;114;Urnenwahlbezirk;01;85;O;1 226;1 136;90;0;361;0;15;346;36;19;26;83;103;3;5;10;16;11;5;1;0;1;0;0;0;0;4;2;0;1;0;0;1;0;8;1;0;0;1;6;0;1;2;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W115;10;Marzahn-Hellersdorf;115;Urnenwahlbezirk;01;85;O;1 335;1 187;148;0;424;0;13;411;58;43;44;101;86;3;7;15;12;1;6;0;3;0;1;0;0;1;2;0;1;1;2;0;1;0;4;0;0;1;3;2;0;2;0;1;0;6;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W116;10;Marzahn-Hellersdorf;116;Urnenwahlbezirk;01;85;O;2 023;1 772;251;0;734;1;15;719;81;77;78;162;177;5;18;16;24;5;12;1;3;9;5;1;0;1;3;3;0;0;2;2;3;1;3;2;1;0;2;6;2;2;0;0;2;1;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W117;10;Marzahn-Hellersdorf;117;Urnenwahlbezirk;01;85;O;1 902;1 683;219;0;533;1;21;512;54;38;64;96;129;6;16;15;25;5;15;0;1;4;5;0;0;0;5;1;0;0;2;1;5;0;2;2;1;0;0;6;0;1;1;2;2;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W118;10;Marzahn-Hellersdorf;118;Urnenwahlbezirk;01;85;O;1 822;1 645;177;0;593;0;10;583;47;57;62;128;144;5;24;16;34;6;15;0;6;2;5;1;0;1;4;2;0;0;1;0;1;1;3;0;0;0;3;3;1;1;2;0;0;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W119;10;Marzahn-Hellersdorf;119;Urnenwahlbezirk;01;85;O;1 433;1 314;119;0;406;2;9;397;26;25;46;88;106;6;10;12;19;8;8;2;2;3;0;1;0;0;4;0;2;0;1;0;1;0;5;0;1;2;2;6;1;0;0;1;3;0;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W120;10;Marzahn-Hellersdorf;120;Urnenwahlbezirk;01;85;O;1 549;1 353;196;0;536;0;23;513;56;36;51;131;126;5;19;13;17;6;9;0;0;2;0;1;0;0;3;2;1;0;2;0;1;0;4;0;2;3;3;6;2;1;0;0;2;6;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W121;10;Marzahn-Hellersdorf;121;Urnenwahlbezirk;01;85;O;1 358;1 222;136;0;370;0;6;364;36;38;33;82;84;5;12;11;20;2;9;1;4;2;1;0;1;2;1;0;1;0;1;1;2;0;3;1;0;0;1;3;0;1;0;0;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W201;10;Marzahn-Hellersdorf;201;Urnenwahlbezirk;02;85;O;1 385;1 195;190;0;470;1;10;460;64;51;52;92;119;4;14;8;15;2;5;1;0;3;0;1;0;0;4;1;1;0;0;2;0;1;6;1;0;0;0;5;0;1;0;1;1;0;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W202;10;Marzahn-Hellersdorf;202;Urnenwahlbezirk;02;85;O;964;868;96;0;271;0;5;266;28;23;30;66;56;4;7;5;16;8;5;0;0;5;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;2;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W203;10;Marzahn-Hellersdorf;203;Urnenwahlbezirk;02;85;O;1 903;1 649;254;0;614;4;12;602;72;66;58;149;124;5;16;12;26;5;11;2;1;4;1;1;0;0;3;4;0;0;1;3;1;0;7;2;0;0;2;13;1;1;0;1;0;3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W204;10;Marzahn-Hellersdorf;204;Urnenwahlbezirk;02;85;O;2 092;1 763;329;0;757;2;11;746;107;104;76;158;144;9;17;15;22;3;11;1;3;10;2;0;2;0;5;5;0;0;2;1;5;0;12;1;0;2;4;9;1;1;2;0;1;3;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W205;10;Marzahn-Hellersdorf;205;Urnenwahlbezirk;02;85;O;2 002;1 740;262;0;619;0;10;609;69;56;66;133;153;2;14;22;27;9;8;1;1;5;1;0;1;0;2;3;1;0;1;1;3;0;5;4;0;2;2;6;0;1;1;0;1;0;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W206;10;Marzahn-Hellersdorf;206;Urnenwahlbezirk;02;85;O;1 649;1 398;251;0;526;1;7;519;62;49;61;88;144;7;14;16;15;8;13;0;2;6;3;0;0;0;1;3;0;1;2;1;0;0;2;1;1;0;2;8;0;0;0;1;2;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W207;10;Marzahn-Hellersdorf;207;Urnenwahlbezirk;02;85;O;1 669;1 414;255;0;574;3;10;564;65;68;45;133;136;5;15;9;24;3;8;3;3;5;4;0;0;0;8;0;1;0;1;0;2;2;6;0;0;2;1;5;0;1;0;0;1;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;10W208;10;Marzahn-Hellersdorf;208;Urnenwahlbezirk;02;85;O;1 770;1 549;221;0;601;3;5;596;77;54;63;157;121;9;16;15;22;7;7;2;6;2;0;0;0;0;1;1;3;0;1;0;2;0;4;0;1;2;1;8;0;1;0;0;1;3;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
