Stimmart;Adresse;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;"Abgeordneten-
hauswahlkreis";"Bundestags-
wahlkreis";OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wähler;"darunter
Wähler B1
(bei endgültigem Ergebnis)";Ungültige Stimmen;Gültige Stimmen;SPD;CDU;GRÜNE;DIE LINKE;AfD;PIRATEN;FDP;Tierschutzpartei;Die PARTEI;NPD;FAMILIE;Volksabstimmung;ÖDP;FREIE WÄHLER;DKP;MLPD;SGP;BP;TIERSCHUTZ hier!;Tierschutzallianz;Bündnis C;BIG;BGE;DIE DIREKTE!;DiEM25;III. Weg;Die Grauen;DIE RECHTE;DIE VIOLETTEN;LIEBE;DIE FRAUEN;Graue Panther;LKR;MENSCHLICHE WELT;NL;ÖkoLinX;Die Humanisten;PARTEI FÜR DIE TIERE;Gesundheitsforschung;Volt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W920;03;Pankow;920;Urnenwahlbezirk;09;83;O;1 104;902;202;0;420;1;2;418;72;58;41;85;79;6;7;6;7;4;8;0;7;2;0;0;1;0;6;1;0;0;0;1;2;0;3;1;0;0;2;7;0;2;0;2;1;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W921;03;Pankow;921;Urnenwahlbezirk;09;83;O;1 173;963;210;0;499;3;2;497;63;32;105;95;66;3;13;15;42;2;3;1;4;1;4;0;0;0;1;1;0;0;0;1;14;1;3;1;1;1;0;4;1;0;1;6;1;0;5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W922;03;Pankow;922;Urnenwahlbezirk;09;83;O;1 528;1 136;392;0;892;2;3;889;125;103;361;88;38;9;50;5;42;0;3;3;6;4;2;0;3;0;2;0;0;0;0;2;8;0;1;0;0;1;0;3;0;0;0;1;0;2;1;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W923;03;Pankow;923;Urnenwahlbezirk;09;83;O;629;546;83;0;180;0;2;178;51;27;13;54;8;1;6;2;0;2;2;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;03W924;03;Pankow;924;Urnenwahlbezirk;09;83;O;1 908;1 465;443;0;919;5;5;914;79;56;374;144;39;13;28;23;68;0;1;1;9;2;1;1;0;1;2;0;2;1;2;0;35;0;2;2;3;0;1;0;0;0;3;3;0;2;0;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W101;04;Charlottenburg-Wilmersdorf;101;Urnenwahlbezirk;01;78;W;1 066;911;155;0;330;0;1;329;58;45;72;34;57;3;14;10;7;1;6;1;1;1;0;0;0;0;2;0;0;2;1;0;1;0;4;1;0;1;0;2;1;1;0;0;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W102;04;Charlottenburg-Wilmersdorf;102;Urnenwahlbezirk;01;78;W;1 111;952;159;0;378;1;8;370;66;54;79;25;52;5;16;17;19;1;1;0;1;1;0;1;0;1;3;3;1;2;0;0;5;0;2;0;0;0;1;3;0;0;0;0;1;2;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W103;04;Charlottenburg-Wilmersdorf;103;Urnenwahlbezirk;01;78;W;1 102;922;180;0;427;4;13;414;90;70;99;15;42;6;20;13;15;0;0;0;3;5;0;0;0;2;0;2;1;1;1;0;2;0;7;0;1;0;1;4;0;1;1;0;1;1;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W104;04;Charlottenburg-Wilmersdorf;104;Urnenwahlbezirk;01;78;W;959;855;104;0;363;0;5;358;70;68;72;19;49;7;14;12;15;2;4;1;1;2;0;1;0;0;5;1;0;0;0;0;2;0;0;0;0;0;0;2;0;1;1;2;0;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W105;04;Charlottenburg-Wilmersdorf;105;Urnenwahlbezirk;01;78;W;995;847;148;0;292;0;2;290;39;48;76;30;46;0;9;8;10;1;1;1;1;0;1;1;0;0;1;0;0;5;1;0;1;0;2;0;0;0;0;0;0;0;0;1;3;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W106;04;Charlottenburg-Wilmersdorf;106;Urnenwahlbezirk;01;78;W;1 382;1 223;159;0;458;4;10;448;66;71;83;38;83;6;28;17;12;1;4;0;1;3;0;0;0;0;3;4;0;9;2;0;3;0;0;1;0;0;2;5;1;1;0;0;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W107;04;Charlottenburg-Wilmersdorf;107;Urnenwahlbezirk;01;78;W;1 226;1 085;141;0;394;4;2;392;67;87;55;27;74;5;28;6;4;0;5;0;4;3;0;0;0;2;2;2;1;2;0;0;2;1;3;0;1;0;1;3;0;0;0;1;0;4;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W108;04;Charlottenburg-Wilmersdorf;108;Urnenwahlbezirk;01;78;W;785;688;97;0;260;1;1;259;46;49;45;19;39;1;14;8;6;0;1;1;2;3;0;0;0;0;0;2;0;2;1;0;1;0;3;1;0;2;1;1;1;0;0;1;1;3;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W109;04;Charlottenburg-Wilmersdorf;109;Urnenwahlbezirk;01;78;W;891;776;115;0;251;0;6;245;42;43;36;20;50;3;4;4;22;0;5;1;4;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W110;04;Charlottenburg-Wilmersdorf;110;Urnenwahlbezirk;01;78;W;1 151;974;177;0;380;0;5;375;84;77;54;36;46;1;16;10;14;2;5;0;3;2;1;0;0;0;0;0;0;6;2;0;3;0;2;0;0;1;2;1;0;0;0;0;2;4;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W111;04;Charlottenburg-Wilmersdorf;111;Urnenwahlbezirk;01;78;W;1 003;872;131;0;302;2;2;300;59;70;56;18;37;1;14;6;9;1;1;0;3;0;0;0;0;1;1;3;0;3;2;0;3;0;5;0;0;0;0;1;0;0;0;0;2;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W112;04;Charlottenburg-Wilmersdorf;112;Urnenwahlbezirk;01;78;W;1 242;1 063;179;0;506;3;9;497;82;46;157;56;58;2;19;15;16;1;7;0;6;2;0;1;0;0;1;1;1;6;2;0;4;0;2;0;0;0;0;3;0;0;0;1;2;0;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W113;04;Charlottenburg-Wilmersdorf;113;Urnenwahlbezirk;01;78;W;1 367;1 119;248;0;590;2;6;584;97;63;191;55;41;3;26;24;40;0;2;0;5;3;1;0;0;0;3;1;1;1;1;1;2;0;3;0;1;1;1;2;1;0;0;0;2;1;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W114;04;Charlottenburg-Wilmersdorf;114;Urnenwahlbezirk;01;78;W;1 273;995;278;0;514;6;3;511;74;58;177;57;43;1;19;11;33;0;2;0;4;2;2;0;0;0;2;3;0;5;0;0;5;0;2;0;1;0;0;5;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W115;04;Charlottenburg-Wilmersdorf;115;Urnenwahlbezirk;01;78;W;1 452;1 121;331;0;699;7;5;694;92;62;272;70;45;10;41;15;26;1;2;2;4;3;0;2;0;0;1;0;1;1;1;0;10;0;0;0;0;1;3;4;1;1;1;1;6;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W116;04;Charlottenburg-Wilmersdorf;116;Urnenwahlbezirk;01;78;W;1 297;1 018;279;0;619;3;2;617;89;46;233;68;50;10;33;14;33;1;0;1;5;5;1;0;1;1;2;1;1;0;1;0;10;0;1;0;0;0;0;1;1;0;0;2;1;0;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W117;04;Charlottenburg-Wilmersdorf;117;Urnenwahlbezirk;01;78;W;1 684;1 302;382;0;680;3;8;672;106;87;224;51;48;10;45;9;35;0;2;1;4;3;1;0;1;1;1;3;0;3;1;0;8;0;1;0;0;1;0;1;3;2;1;0;4;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W118;04;Charlottenburg-Wilmersdorf;118;Urnenwahlbezirk;01;78;W;1 501;1 175;326;0;598;4;5;593;80;83;209;62;40;4;23;13;33;1;2;1;1;2;1;0;0;0;2;1;1;5;1;0;9;0;1;0;1;0;1;1;0;0;1;2;1;0;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W201;04;Charlottenburg-Wilmersdorf;201;Urnenwahlbezirk;02;80;W;948;634;314;0;408;4;1;407;54;79;140;15;39;0;36;7;8;1;1;0;3;2;0;0;0;1;0;1;0;0;1;2;4;0;2;0;0;0;0;1;0;0;1;0;1;1;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W202;04;Charlottenburg-Wilmersdorf;202;Urnenwahlbezirk;02;80;W;1 138;804;334;0;510;4;5;505;73;123;165;20;40;4;42;5;12;0;2;0;2;1;0;0;0;0;0;0;0;1;1;0;5;0;1;3;1;0;0;0;2;0;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W203;04;Charlottenburg-Wilmersdorf;203;Urnenwahlbezirk;02;80;W;1 680;1 217;463;0;773;6;3;770;100;196;224;33;70;3;71;10;17;1;5;1;5;4;0;0;0;0;1;1;2;0;0;0;10;0;0;0;0;1;0;0;0;1;3;4;3;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W204;04;Charlottenburg-Wilmersdorf;204;Urnenwahlbezirk;02;80;W;1 459;1 102;357;0;588;1;7;581;122;172;109;23;64;6;29;8;12;1;3;0;4;6;0;0;0;0;3;1;0;0;0;0;3;0;3;0;1;0;1;4;1;1;0;1;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W205;04;Charlottenburg-Wilmersdorf;205;Urnenwahlbezirk;02;80;W;1 393;989;404;0;619;4;4;615;97;151;151;26;50;2;58;7;20;0;5;0;2;6;0;0;0;0;1;0;0;5;0;1;1;0;2;0;1;1;1;2;2;0;0;3;2;0;2;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W206;04;Charlottenburg-Wilmersdorf;206;Urnenwahlbezirk;02;80;W;1 211;964;247;0;489;2;11;478;89;110;104;19;62;3;35;9;10;4;3;1;5;4;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;3;0;2;0;0;1;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W207;04;Charlottenburg-Wilmersdorf;207;Urnenwahlbezirk;02;80;W;1 155;897;258;0;514;2;2;512;76;96;149;42;53;7;26;11;19;1;0;0;3;0;0;0;0;0;3;0;1;2;0;0;5;0;3;1;0;0;1;1;1;0;0;1;2;1;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W208;04;Charlottenburg-Wilmersdorf;208;Urnenwahlbezirk;02;80;W;1 763;1 440;323;0;626;2;15;611;103;112;176;56;50;6;24;12;23;0;1;1;1;2;0;0;0;1;3;2;2;0;1;0;4;0;3;0;0;0;1;4;0;1;1;3;4;1;2;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W209;04;Charlottenburg-Wilmersdorf;209;Urnenwahlbezirk;02;80;W;1 023;772;251;0;483;0;2;481;73;109;154;19;32;4;29;10;11;0;1;0;7;4;0;0;0;0;0;0;1;0;0;0;4;0;2;0;2;0;1;2;1;1;0;2;1;1;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W210;04;Charlottenburg-Wilmersdorf;210;Urnenwahlbezirk;02;80;W;1 187;861;326;0;521;0;3;518;87;138;130;30;26;4;28;12;17;1;6;1;7;5;0;0;1;0;1;1;0;0;0;0;4;0;3;0;0;0;1;5;0;2;0;1;0;1;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W211;04;Charlottenburg-Wilmersdorf;211;Urnenwahlbezirk;02;80;W;1 451;1 103;348;0;718;3;5;713;94;181;218;29;56;4;62;10;15;3;4;0;8;1;0;0;0;0;1;2;0;2;1;0;4;0;1;0;0;0;0;2;1;1;0;0;0;3;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W212;04;Charlottenburg-Wilmersdorf;212;Urnenwahlbezirk;02;80;W;1 145;826;319;0;547;4;1;546;89;116;164;20;53;5;42;10;13;0;3;0;1;3;1;0;0;2;1;0;0;2;0;0;3;0;2;0;0;1;0;0;1;2;0;0;0;0;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W213;04;Charlottenburg-Wilmersdorf;213;Urnenwahlbezirk;02;80;W;1 681;1 181;500;0;742;2;3;739;120;172;232;32;55;5;63;10;18;0;0;0;2;10;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;2;2;1;1;0;0;1;3;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W214;04;Charlottenburg-Wilmersdorf;214;Urnenwahlbezirk;02;80;W;1 198;923;275;0;474;3;0;474;56;66;164;41;44;4;22;13;19;0;1;0;6;2;1;2;0;0;2;0;0;1;1;0;6;0;7;0;0;0;1;0;0;1;0;0;1;1;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W215;04;Charlottenburg-Wilmersdorf;215;Urnenwahlbezirk;02;80;W;1 691;1 380;311;0;715;4;5;710;112;65;252;98;36;9;26;14;30;1;4;0;7;2;1;0;0;0;1;0;0;14;0;1;10;0;1;1;0;0;2;0;0;0;0;4;2;2;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W216;04;Charlottenburg-Wilmersdorf;216;Urnenwahlbezirk;02;80;W;1 062;768;294;0;509;7;2;507;71;127;150;6;48;3;52;5;13;1;0;0;3;4;1;0;0;0;1;2;0;0;0;2;1;0;1;0;1;0;0;3;1;1;0;1;1;2;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W217;04;Charlottenburg-Wilmersdorf;217;Urnenwahlbezirk;02;80;W;1 464;1 033;431;0;727;5;6;721;120;193;215;28;48;1;55;6;17;0;2;0;8;2;0;0;0;0;0;0;1;1;2;0;3;2;2;0;0;1;0;2;1;0;0;1;1;0;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W218;04;Charlottenburg-Wilmersdorf;218;Urnenwahlbezirk;02;80;W;1 465;1 087;378;0;643;3;4;639;100;143;187;43;64;3;52;6;11;1;3;0;3;3;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;1;1;1;0;2;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W219;04;Charlottenburg-Wilmersdorf;219;Urnenwahlbezirk;02;80;W;1 240;936;304;0;575;5;0;575;119;94;174;40;48;0;42;11;11;0;3;0;2;2;0;0;0;0;5;1;0;1;0;0;1;0;1;0;0;1;1;1;2;2;0;0;2;2;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W220;04;Charlottenburg-Wilmersdorf;220;Urnenwahlbezirk;02;80;W;1 240;861;379;0;610;5;3;607;76;129;241;26;27;5;36;8;11;1;1;0;2;4;0;0;0;1;0;1;0;0;1;0;10;0;2;0;0;0;0;0;0;0;1;2;0;1;0;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W221;04;Charlottenburg-Wilmersdorf;221;Urnenwahlbezirk;02;80;W;1 249;910;339;0;542;1;4;538;74;117;178;24;34;5;45;4;18;0;2;0;7;4;0;0;0;0;1;0;0;1;1;0;2;0;3;0;1;0;0;2;0;0;1;1;2;3;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W222;04;Charlottenburg-Wilmersdorf;222;Urnenwahlbezirk;02;80;W;801;648;153;0;394;5;3;391;59;48;146;28;26;5;15;10;19;0;4;1;3;3;0;0;0;0;0;1;3;3;1;0;5;0;1;0;0;0;0;2;1;1;0;0;1;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W223;04;Charlottenburg-Wilmersdorf;223;Urnenwahlbezirk;02;80;W;1 547;1 196;351;0;662;3;1;661;93;104;245;42;43;5;46;17;15;0;2;0;4;4;1;0;0;0;1;2;1;3;0;0;10;0;3;0;0;0;2;5;0;1;0;1;4;0;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W224;04;Charlottenburg-Wilmersdorf;224;Urnenwahlbezirk;02;80;W;1 097;783;314;0;604;0;0;604;72;151;237;27;21;4;49;9;13;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;3;0;0;0;0;1;0;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W301;04;Charlottenburg-Wilmersdorf;301;Urnenwahlbezirk;03;80;W;1 289;992;297;0;509;1;8;501;85;50;169;57;43;6;17;7;20;1;2;0;1;0;1;0;0;0;0;2;0;11;3;0;11;0;0;0;0;0;2;3;0;3;0;0;1;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W302;04;Charlottenburg-Wilmersdorf;302;Urnenwahlbezirk;03;80;W;1 107;893;214;0;529;1;3;526;78;57;211;43;41;2;29;13;21;0;1;0;3;4;1;1;0;0;3;0;0;2;0;0;7;0;1;0;0;0;0;0;0;0;0;1;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W303;04;Charlottenburg-Wilmersdorf;303;Urnenwahlbezirk;03;80;W;1 319;1 042;277;0;639;6;6;633;110;87;236;54;31;7;34;15;21;0;1;0;2;5;1;0;1;0;0;1;1;2;0;0;6;0;0;0;0;0;0;2;0;2;0;2;1;0;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W304;04;Charlottenburg-Wilmersdorf;304;Urnenwahlbezirk;03;80;W;1 366;1 065;301;0;649;2;2;647;92;78;250;54;43;7;35;17;27;0;0;0;5;5;0;0;0;0;1;1;1;4;1;0;6;0;0;1;0;0;0;1;0;0;0;3;4;0;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W305;04;Charlottenburg-Wilmersdorf;305;Urnenwahlbezirk;03;80;W;1 563;1 159;404;0;706;6;1;705;99;51;321;66;28;9;24;12;35;0;1;1;6;5;2;0;0;0;3;0;0;7;0;0;12;0;0;1;1;0;0;0;2;3;0;1;1;1;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W306;04;Charlottenburg-Wilmersdorf;306;Urnenwahlbezirk;03;80;W;1 099;900;199;0;593;4;2;591;65;30;285;75;19;2;15;5;37;0;2;0;3;1;0;0;0;0;1;1;0;11;1;2;11;0;0;1;1;0;0;0;0;1;1;4;4;1;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W307;04;Charlottenburg-Wilmersdorf;307;Urnenwahlbezirk;03;80;W;1 420;1 105;315;0;686;5;5;681;83;45;274;98;31;8;20;10;41;0;3;1;6;2;1;3;0;0;4;0;0;2;2;0;17;0;1;0;2;1;2;2;2;2;3;4;1;0;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W308;04;Charlottenburg-Wilmersdorf;308;Urnenwahlbezirk;03;80;W;1 544;1 181;363;0;685;3;9;676;127;106;207;60;44;6;30;14;25;0;6;0;6;5;0;4;0;0;5;0;1;1;0;0;5;0;2;1;0;1;1;0;0;0;0;0;1;6;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W309;04;Charlottenburg-Wilmersdorf;309;Urnenwahlbezirk;03;80;W;1 580;1 207;373;0;701;5;9;692;112;104;185;53;51;7;48;7;35;3;4;2;10;5;0;1;0;0;2;3;1;5;2;0;9;0;1;1;0;0;0;7;0;8;0;4;1;5;1;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W310;04;Charlottenburg-Wilmersdorf;310;Urnenwahlbezirk;03;80;W;1 069;856;213;0;554;3;4;550;87;70;218;35;34;8;21;12;28;0;0;1;1;1;2;1;1;1;2;0;0;0;2;0;6;0;1;0;2;4;0;1;1;0;0;2;2;2;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W311;04;Charlottenburg-Wilmersdorf;311;Urnenwahlbezirk;03;80;W;1 433;1 110;323;0;724;5;8;716;118;95;267;59;47;3;46;9;34;1;3;0;6;0;0;1;0;2;2;0;1;0;0;0;3;0;1;0;0;0;2;2;0;0;0;2;0;1;0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W312;04;Charlottenburg-Wilmersdorf;312;Urnenwahlbezirk;03;80;W;1 301;999;302;0;595;0;1;594;80;99;240;46;26;4;35;11;26;0;2;0;0;0;0;0;0;0;1;0;0;4;0;0;4;0;1;0;0;1;0;1;0;3;0;1;1;2;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W313;04;Charlottenburg-Wilmersdorf;313;Urnenwahlbezirk;03;80;W;1 540;1 082;458;0;637;9;1;636;92;102;232;49;36;2;27;10;25;0;1;0;8;5;1;0;0;3;0;0;1;0;0;1;12;0;2;0;3;1;1;0;0;1;0;4;1;1;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W314;04;Charlottenburg-Wilmersdorf;314;Urnenwahlbezirk;03;80;W;1 452;1 096;356;0;691;0;4;687;101;90;287;47;30;3;37;10;35;0;2;0;1;3;0;0;0;0;2;0;0;1;0;1;6;0;2;0;1;0;0;5;1;1;0;3;1;2;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W315;04;Charlottenburg-Wilmersdorf;315;Urnenwahlbezirk;03;80;W;1 482;1 098;384;0;734;5;9;725;117;81;312;51;30;7;42;10;38;0;2;0;3;2;0;0;0;1;0;4;1;0;0;0;9;0;0;1;0;0;0;0;1;1;0;4;1;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W316;04;Charlottenburg-Wilmersdorf;316;Urnenwahlbezirk;03;80;W;1 227;911;316;0;605;2;3;602;103;93;220;41;33;5;45;10;19;0;2;1;5;1;0;0;0;0;2;1;0;0;1;0;2;0;0;0;1;0;1;4;0;0;1;0;1;1;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W317;04;Charlottenburg-Wilmersdorf;317;Urnenwahlbezirk;03;80;W;1 033;733;300;0;468;4;2;466;81;92;162;24;25;4;28;8;19;0;1;0;2;0;0;0;1;1;0;0;0;2;0;0;4;0;1;0;0;0;1;1;0;2;0;2;1;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W318;04;Charlottenburg-Wilmersdorf;318;Urnenwahlbezirk;03;80;W;1 167;863;304;0;609;2;2;607;92;57;266;63;23;5;31;5;20;0;2;0;7;1;0;1;0;1;0;0;1;0;0;0;9;0;4;0;1;0;0;1;1;0;1;1;2;1;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W319;04;Charlottenburg-Wilmersdorf;319;Urnenwahlbezirk;03;80;W;932;674;258;0;474;2;3;471;69;40;240;29;26;1;12;5;22;0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;1;0;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W320;04;Charlottenburg-Wilmersdorf;320;Urnenwahlbezirk;03;80;W;1 611;1 212;399;0;671;8;6;665;85;68;278;45;35;2;48;8;43;0;0;0;2;7;0;0;0;1;1;0;0;1;1;2;13;0;0;0;2;0;1;1;0;0;0;1;1;1;1;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W321;04;Charlottenburg-Wilmersdorf;321;Urnenwahlbezirk;03;80;W;1 311;1 023;288;0;526;1;3;523;97;67;183;37;30;4;48;7;18;0;1;0;1;4;0;0;0;0;0;0;0;2;0;0;10;0;1;0;0;2;0;1;1;0;0;0;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W322;04;Charlottenburg-Wilmersdorf;322;Urnenwahlbezirk;03;80;W;1 228;890;338;0;624;8;3;621;104;85;253;51;27;3;36;7;23;0;1;1;4;1;0;1;0;0;0;0;0;1;0;0;9;0;1;0;1;1;0;1;0;0;0;0;3;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W323;04;Charlottenburg-Wilmersdorf;323;Urnenwahlbezirk;03;80;W;1 564;1 224;340;0;715;9;3;712;108;131;243;37;46;6;54;10;32;2;2;2;4;0;0;0;0;0;3;1;0;0;1;0;19;0;1;0;1;0;0;1;1;0;0;1;0;1;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W324;04;Charlottenburg-Wilmersdorf;324;Urnenwahlbezirk;03;80;W;1 025;753;272;0;476;4;2;474;80;60;179;31;35;5;43;9;17;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;1;1;0;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W401;04;Charlottenburg-Wilmersdorf;401;Urnenwahlbezirk;04;80;W;1 526;1 151;375;0;683;6;4;679;95;68;260;36;55;10;42;11;45;0;0;0;10;6;0;0;0;0;2;2;1;0;2;0;13;0;1;0;0;1;0;2;0;2;0;0;3;3;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W402;04;Charlottenburg-Wilmersdorf;402;Urnenwahlbezirk;04;80;W;1 128;914;214;0;454;1;7;447;82;62;121;56;29;7;24;7;18;0;3;0;5;2;0;1;0;0;0;0;0;1;1;0;4;0;1;1;0;0;2;2;0;1;0;1;2;2;4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EW;04W403;04;Charlottenburg-Wilmersdorf;403;Urnenwahlbezirk;04;80;W;1 653;1 275;378;0;555;2;4;551;77;76;171;55;55;10;39;4;25;0;4;0;3;1;0;0;0;0;4;1;0;0;2;1;5;0;2;0;0;0;0;0;0;1;0;1;3;1;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
